InventoryId,Store,City,Brand,Description,Size,onHand,Price,startDate
10_Willowville_33683,10,Willowville,33683,FrothEuphoria,1.5L,13,20.99,01/01/2016
10_Willowville_34020,10,Willowville,34020,AuroraZest,750mL,33,19.99,01/01/2016
27_Starling City_3487,27,Starling City,3487,SummerBerryBrio,750mL,15,16.99,01/01/2016
27_Starling City_3917,27,Starling City,3917,SparklingSiesta,50mL,8,0.99,01/01/2016
27_Starling City_4246,27,Starling City,4246,TranquilToffeeTwirl,375mL,35,5.49,01/01/2016
27_Starling City_5124,27,Starling City,5124,FrolicFrappe,1.75L,4,66.99,01/01/2016
27_Starling City_5921,27,Starling City,5921,SparklingSaffron,750mL,27,21.99,01/01/2016
27_Starling City_6553,27,Starling City,6553,PomegranatePleasure,750mL,16,11.99,01/01/2016
52_Starfall_7725,52,Starfall,7725,MidnightMangoMist,750mL,14,9.99,01/01/2016
52_Starfall_8102,52,Starfall,8102,MidnightMochaMist,1.75L,6,24.99,01/01/2016
52_Starfall_8370,52,Starfall,8370,LavenderLullaby,1.75L,6,10.99,01/01/2016
52_Starfall_11213,52,Starfall,11213,CitrusSilk,750mL,16,18.99,01/01/2016
52_Starfall_14439,52,Starfall,14439,LushLagoonLatte,750mL,13,4.99,01/01/2016
52_Starfall_16180,52,Starfall,16180,CozyCaramelCrave,750mL,14,10.99,01/01/2016
52_Starfall_16328,52,Starfall,16328,TranquilToastedTaffy,500mL,10,3.99,01/01/2016
52_Starfall_19055,52,Starfall,19055,VelvetVista,750mL,8,9.99,01/01/2016
52_Starfall_19175,52,Starfall,19175,StarrySipAmericano,750mL,36,11.99,01/01/2016
52_Starfall_19507,52,Starfall,19507,VelvetFizz,750mL,10,7.99,01/01/2016
52_Starfall_19549,52,Starfall,19549,FrostedFable,3L,10,14.99,01/01/2016
52_Starfall_24002,52,Starfall,24002,EnchantedElderflowerElixir,1.5L,3,8.99,01/01/2016
52_Starfall_24673,52,Starfall,24673,ZenBrew,1.5L,9,15.99,01/01/2016
52_Starfall_27644,52,Starfall,27644,EnchantedIced,750mL,15,9.99,01/01/2016
52_Starfall_29407,52,Starfall,29407,WildWisteriaWhirl,750mL,8,15.99,01/01/2016
52_Starfall_29996,52,Starfall,29996,WhisperQuencher,750mL,8,16.99,01/01/2016
52_Starfall_33683,52,Starfall,33683,FrothEuphoria,1.5L,9,20.99,01/01/2016
52_Starfall_37731,52,Starfall,37731,CosmicCider,3L,8,10.99,01/01/2016
34_Phoenixville_5124,34,Phoenixville,5124,FrolicFrappe,1.75L,8,66.99,01/01/2016
34_Phoenixville_5921,34,Phoenixville,5921,SparklingSaffron,750mL,78,21.99,01/01/2016
34_Phoenixville_6553,34,Phoenixville,6553,PomegranatePleasure,750mL,61,11.99,01/01/2016
34_Phoenixville_7725,34,Phoenixville,7725,MidnightMangoMist,750mL,90,9.99,01/01/2016
34_Phoenixville_8102,34,Phoenixville,8102,MidnightMochaMist,1.75L,100,24.99,01/01/2016
2_Everglade_4246,2,Everglade,4246,TranquilToffeeTwirl,375mL,16,5.49,01/01/2016
2_Everglade_5124,2,Everglade,5124,FrolicFrappe,1.75L,10,66.99,01/01/2016
2_Everglade_5921,2,Everglade,5921,SparklingSaffron,750mL,5,21.99,01/01/2016
2_Everglade_6553,2,Everglade,6553,PomegranatePleasure,750mL,8,11.99,01/01/2016
2_Everglade_7725,2,Everglade,7725,MidnightMangoMist,750mL,21,9.99,01/01/2016
2_Everglade_8102,2,Everglade,8102,MidnightMochaMist,1.75L,28,24.99,01/01/2016
23_Willowbrook_5124,23,Willowbrook,5124,FrolicFrappe,1.75L,10,66.99,01/01/2016
23_Willowbrook_5921,23,Willowbrook,5921,SparklingSaffron,750mL,13,21.99,01/01/2016
23_Willowbrook_6553,23,Willowbrook,6553,PomegranatePleasure,750mL,21,11.99,01/01/2016
23_Willowbrook_7725,23,Willowbrook,7725,MidnightMangoMist,750mL,15,9.99,01/01/2016
23_Willowbrook_8102,23,Willowbrook,8102,MidnightMochaMist,1.75L,42,24.99,01/01/2016
23_Willowbrook_8370,23,Willowbrook,8370,LavenderLullaby,1.75L,23,10.99,01/01/2016
37_Emberford_3487,37,Emberford,3487,SummerBerryBrio,750mL,8,16.99,01/01/2016
37_Emberford_3917,37,Emberford,3917,SparklingSiesta,50mL,26,0.99,01/01/2016
37_Emberford_4246,37,Emberford,4246,TranquilToffeeTwirl,375mL,23,5.49,01/01/2016
37_Emberford_5124,37,Emberford,5124,FrolicFrappe,1.75L,6,66.99,01/01/2016
37_Emberford_5921,37,Emberford,5921,SparklingSaffron,750mL,16,21.99,01/01/2016
37_Emberford_6553,37,Emberford,6553,PomegranatePleasure,750mL,9,11.99,01/01/2016
37_Emberford_7725,37,Emberford,7725,MidnightMangoMist,750mL,21,9.99,01/01/2016
49_Sapphire Springs_40175,49,Sapphire Springs,40175,SunburstSorbet,187mL 4 Pk,11,11.99,01/01/2016
49_Sapphire Springs_41212,49,Sapphire Springs,41212,SparkleBliss,750mL,10,15.99,01/01/2016
49_Sapphire Springs_42710,49,Sapphire Springs,42710,SereneSpritz,187mL,0,7.99,01/01/2016
49_Sapphire Springs_44854,49,Sapphire Springs,44854,ChocoMintMystique,750mL,12,51.99,01/01/2016
49_Sapphire Springs_45474,49,Sapphire Springs,45474,WhisperingWindchai,750mL,18,49.99,01/01/2016
50_Willowgate_1022,50,Willowgate,1022,FrostedFudgeFantasia,750mL,27,13.99,01/01/2016
50_Willowgate_1094,50,Willowgate,1094,TranquilBrew,750mL,4,41.99,01/01/2016
50_Willowgate_1397,50,Willowgate,1397,BlueberryBrew,750mL,1,13.99,01/01/2016
50_Willowgate_1692,50,Willowgate,1692,FrothyForestFable,750mL,24,18.49,01/01/2016
50_Willowgate_1896,50,Willowgate,1896,AlpineAloeAria,750mL,17,99.99,01/01/2016
50_Willowgate_2598,50,Willowgate,2598,TropicalTidewave,750mL,9,14.99,01/01/2016
55_Skyview_5124,55,Skyview,5124,FrolicFrappe,1.75L,25,66.99,01/01/2016
55_Skyview_5921,55,Skyview,5921,SparklingSaffron,750mL,40,21.99,01/01/2016
55_Skyview_6553,55,Skyview,6553,PomegranatePleasure,750mL,12,11.99,01/01/2016
55_Skyview_7725,55,Skyview,7725,MidnightMangoMist,750mL,76,9.99,01/01/2016
55_Skyview_8102,55,Skyview,8102,MidnightMochaMist,1.75L,43,24.99,01/01/2016
55_Skyview_8370,55,Skyview,8370,LavenderLullaby,1.75L,22,10.99,01/01/2016
32_Oceanview_1022,32,Oceanview,1022,FrostedFudgeFantasia,750mL,0,13.99,01/01/2016
32_Oceanview_1094,32,Oceanview,1094,TranquilBrew,750mL,6,41.99,01/01/2016
32_Oceanview_1397,32,Oceanview,1397,BlueberryBrew,750mL,44,13.99,01/01/2016
32_Oceanview_1692,32,Oceanview,1692,FrothyForestFable,750mL,6,18.49,01/01/2016
32_Oceanview_1896,32,Oceanview,1896,AlpineAloeAria,750mL,4,99.99,01/01/2016
32_Oceanview_2598,32,Oceanview,2598,TropicalTidewave,750mL,8,14.99,01/01/2016
32_Oceanview_2679,32,Oceanview,2679,OceanOpal,750mL,31,19.99,01/01/2016
32_Oceanview_2854,32,Oceanview,2854,CloudNineCafé,750mL,9,54.99,01/01/2016
32_Oceanview_2880,32,Oceanview,2880,MountainMist,750mL,24,15.99,01/01/2016
32_Oceanview_3079,32,Oceanview,3079,RadiantRhubarbRefresher,750mL,10,13.99,01/01/2016
32_Oceanview_3237,32,Oceanview,3237,ChilledCherryCharm,1.75L,3,23.99,01/01/2016
15_Meadowhaven_4246,15,Meadowhaven,4246,TranquilToffeeTwirl,375mL,39,5.49,01/01/2016
15_Meadowhaven_5124,15,Meadowhaven,5124,FrolicFrappe,1.75L,3,66.99,01/01/2016
15_Meadowhaven_5921,15,Meadowhaven,5921,SparklingSaffron,750mL,6,21.99,01/01/2016
73_Cypress Springs_25005,73,Cypress Springs,25005,VelvetVioletVapor,750mL,2,17.99,01/01/2016
73_Cypress Springs_25070,73,Cypress Springs,25070,EmeraldElixir,750mL,5,34.99,01/01/2016
73_Cypress Springs_25154,73,Cypress Springs,25154,VanillaVelvetVortex,750mL,20,24.99,01/01/2016
73_Cypress Springs_25159,73,Cypress Springs,25159,Peaches-n-Dream,750mL,28,11.99,01/01/2016
73_Cypress Springs_27644,73,Cypress Springs,27644,EnchantedIced,750mL,28,9.99,01/01/2016
73_Cypress Springs_28983,73,Cypress Springs,28983,TranquilTurmericTonic,750mL,31,14.99,01/01/2016
73_Cypress Springs_29407,73,Cypress Springs,29407,WildWisteriaWhirl,750mL,100,15.99,01/01/2016
73_Cypress Springs_29996,73,Cypress Springs,29996,WhisperQuencher,750mL,105,16.99,01/01/2016
73_Cypress Springs_31541,73,Cypress Springs,31541,OasisWhirl,750mL,123,20.99,01/01/2016
73_Cypress Springs_32604,73,Cypress Springs,32604,CarnivalChill,750mL,10,9.95,01/01/2016
73_Cypress Springs_33035,73,Cypress Springs,33035,MapleMystique,750mL,33,8.99,01/01/2016
73_Cypress Springs_33683,73,Cypress Springs,33683,FrothEuphoria,1.5L,14,20.99,01/01/2016
73_Cypress Springs_34020,73,Cypress Springs,34020,AuroraZest,750mL,24,19.99,01/01/2016
73_Cypress Springs_35862,73,Cypress Springs,35862,SunburstSip,750mL,32,19.99,01/01/2016
67_Willow Creek_41212,67,Willow Creek,41212,SparkleBliss,750mL,18,15.99,01/01/2016
67_Willow Creek_44854,67,Willow Creek,44854,ChocoMintMystique,750mL,10,51.99,01/01/2016
67_Willow Creek_45474,67,Willow Creek,45474,WhisperingWindchai,750mL,13,49.99,01/01/2016
67_Willow Creek_90011,67,Willow Creek,90011,RadiantRooibos,750mL,21,144.99,01/01/2016
68_Radiant Ridge_804,68,Radiant Ridge,804,TwilightTingle,Liter,14,15.49,01/01/2016
68_Radiant Ridge_1022,68,Radiant Ridge,1022,FrostedFudgeFantasia,750mL,0,13.99,01/01/2016
68_Radiant Ridge_1094,68,Radiant Ridge,1094,TranquilBrew,750mL,7,41.99,01/01/2016
68_Radiant Ridge_1397,68,Radiant Ridge,1397,BlueberryBrew,750mL,35,13.99,01/01/2016
68_Radiant Ridge_1692,68,Radiant Ridge,1692,FrothyForestFable,750mL,12,18.49,01/01/2016
68_Radiant Ridge_1896,68,Radiant Ridge,1896,AlpineAloeAria,750mL,7,99.99,01/01/2016
20_Silverdale_1397,20,Silverdale,1397,BlueberryBrew,750mL,70,13.99,01/01/2016
20_Silverdale_1692,20,Silverdale,1692,FrothyForestFable,750mL,25,18.49,01/01/2016
20_Silverdale_1896,20,Silverdale,1896,AlpineAloeAria,750mL,11,99.99,01/01/2016
20_Silverdale_2181,20,Silverdale,2181,RadiantRaspberryRipple,50mL,13,0.99,01/01/2016
20_Silverdale_2598,20,Silverdale,2598,TropicalTidewave,750mL,6,14.99,01/01/2016
20_Silverdale_2679,20,Silverdale,2679,OceanOpal,750mL,41,19.99,01/01/2016
20_Silverdale_2854,20,Silverdale,2854,CloudNineCafé,750mL,13,54.99,01/01/2016
20_Silverdale_3237,20,Silverdale,3237,ChilledCherryCharm,1.75L,14,23.99,01/01/2016
20_Silverdale_3487,20,Silverdale,3487,SummerBerryBrio,750mL,11,16.99,01/01/2016
20_Silverdale_4246,20,Silverdale,4246,TranquilToffeeTwirl,375mL,67,5.49,01/01/2016
43_Mystic Hollow_3487,43,Mystic Hollow,3487,SummerBerryBrio,750mL,13,16.99,01/01/2016
43_Mystic Hollow_3917,43,Mystic Hollow,3917,SparklingSiesta,50mL,9,0.99,01/01/2016
43_Mystic Hollow_4246,43,Mystic Hollow,4246,TranquilToffeeTwirl,375mL,9,5.49,01/01/2016
43_Mystic Hollow_5124,43,Mystic Hollow,5124,FrolicFrappe,1.75L,10,66.99,01/01/2016
43_Mystic Hollow_5921,43,Mystic Hollow,5921,SparklingSaffron,750mL,6,21.99,01/01/2016
43_Mystic Hollow_6553,43,Mystic Hollow,6553,PomegranatePleasure,750mL,13,11.99,01/01/2016
43_Mystic Hollow_7725,43,Mystic Hollow,7725,MidnightMangoMist,750mL,7,9.99,01/01/2016
43_Mystic Hollow_8102,43,Mystic Hollow,8102,MidnightMochaMist,1.75L,11,24.99,01/01/2016
7_Misty Hollow_5124,7,Misty Hollow,5124,FrolicFrappe,1.75L,9,66.99,01/01/2016
7_Misty Hollow_5921,7,Misty Hollow,5921,SparklingSaffron,750mL,22,21.99,01/01/2016
7_Misty Hollow_6553,7,Misty Hollow,6553,PomegranatePleasure,750mL,5,11.99,01/01/2016
7_Misty Hollow_7725,7,Misty Hollow,7725,MidnightMangoMist,750mL,15,9.99,01/01/2016
7_Misty Hollow_8102,7,Misty Hollow,8102,MidnightMochaMist,1.75L,41,24.99,01/01/2016
7_Misty Hollow_8370,7,Misty Hollow,8370,LavenderLullaby,1.75L,6,10.99,01/01/2016
60_Velvetville_5921,60,Velvetville,5921,SparklingSaffron,750mL,21,21.99,01/01/2016
60_Velvetville_6553,60,Velvetville,6553,PomegranatePleasure,750mL,9,11.99,01/01/2016
60_Velvetville_7725,60,Velvetville,7725,MidnightMangoMist,750mL,6,9.99,01/01/2016
60_Velvetville_8102,60,Velvetville,8102,MidnightMochaMist,1.75L,39,24.99,01/01/2016
60_Velvetville_8370,60,Velvetville,8370,LavenderLullaby,1.75L,24,10.99,01/01/2016
75_Tranquilton_8370,75,Tranquilton,8370,LavenderLullaby,1.75L,11,10.99,01/01/2016
75_Tranquilton_8847,75,Tranquilton,8847,LuminousLagoon,750mL,32,5.99,01/01/2016
75_Tranquilton_8907,75,Tranquilton,8907,RadiantRainforestRipple,1.5L,3,6.99,01/01/2016
75_Tranquilton_11213,75,Tranquilton,11213,CitrusSilk,750mL,13,18.99,01/01/2016
75_Tranquilton_13932,75,Tranquilton,13932,VelvetVanillaVoyage,750mL,10,4.79,01/01/2016
75_Tranquilton_14383,75,Tranquilton,14383,SunlitSnowfruitSip,750mL,8,15.99,01/01/2016
75_Tranquilton_14439,75,Tranquilton,14439,LushLagoonLatte,750mL,17,4.99,01/01/2016
75_Tranquilton_16180,75,Tranquilton,16180,CozyCaramelCrave,750mL,17,10.99,01/01/2016
75_Tranquilton_16328,75,Tranquilton,16328,TranquilToastedTaffy,500mL,14,3.99,01/01/2016
75_Tranquilton_19055,75,Tranquilton,19055,VelvetVista,750mL,8,9.99,01/01/2016
75_Tranquilton_19507,75,Tranquilton,19507,VelvetFizz,750mL,10,7.99,01/01/2016
75_Tranquilton_24002,75,Tranquilton,24002,EnchantedElderflowerElixir,1.5L,18,8.99,01/01/2016
75_Tranquilton_24673,75,Tranquilton,24673,ZenBrew,1.5L,6,15.99,01/01/2016
75_Tranquilton_27644,75,Tranquilton,27644,EnchantedIced,750mL,15,9.99,01/01/2016
75_Tranquilton_29407,75,Tranquilton,29407,WildWisteriaWhirl,750mL,12,15.99,01/01/2016
75_Tranquilton_29996,75,Tranquilton,29996,WhisperQuencher,750mL,24,16.99,01/01/2016
75_Tranquilton_37731,75,Tranquilton,37731,CosmicCider,3L,5,10.99,01/01/2016
39_Tranquil Haven_45474,39,Tranquil Haven,45474,WhisperingWindchai,750mL,16,49.99,01/01/2016
40_Aurora Bluff_1094,40,Aurora Bluff,1094,TranquilBrew,750mL,3,41.99,01/01/2016
40_Aurora Bluff_1397,40,Aurora Bluff,1397,BlueberryBrew,750mL,23,13.99,01/01/2016
40_Aurora Bluff_1692,40,Aurora Bluff,1692,FrothyForestFable,750mL,11,18.49,01/01/2016
40_Aurora Bluff_1896,40,Aurora Bluff,1896,AlpineAloeAria,750mL,6,99.99,01/01/2016
40_Aurora Bluff_2598,40,Aurora Bluff,2598,TropicalTidewave,750mL,12,14.99,01/01/2016
40_Aurora Bluff_2679,40,Aurora Bluff,2679,OceanOpal,750mL,12,19.99,01/01/2016
40_Aurora Bluff_2854,40,Aurora Bluff,2854,CloudNineCafé,750mL,10,54.99,01/01/2016
40_Aurora Bluff_3237,40,Aurora Bluff,3237,ChilledCherryCharm,1.75L,5,23.99,01/01/2016
40_Aurora Bluff_3487,40,Aurora Bluff,3487,SummerBerryBrio,750mL,12,16.99,01/01/2016
66_Brookside_34020,66,Brookside,34020,AuroraZest,750mL,9,19.99,01/01/2016
66_Brookside_35365,66,Brookside,35365,CrystalCascade,750mL,0,26.99,01/01/2016
66_Brookside_35862,66,Brookside,35862,SunburstSip,750mL,17,19.99,01/01/2016
66_Brookside_37731,66,Brookside,37731,CosmicCider,3L,13,10.99,01/01/2016
66_Brookside_40175,66,Brookside,40175,SunburstSorbet,187mL 4 Pk,33,11.99,01/01/2016
66_Brookside_41212,66,Brookside,41212,SparkleBliss,750mL,37,15.99,01/01/2016
66_Brookside_44854,66,Brookside,44854,ChocoMintMystique,750mL,11,51.99,01/01/2016
66_Brookside_45474,66,Brookside,45474,WhisperingWindchai,750mL,9,49.99,01/01/2016
66_Brookside_90011,66,Brookside,90011,RadiantRooibos,750mL,24,144.99,01/01/2016
62_Amberford_5921,62,Amberford,5921,SparklingSaffron,750mL,9,21.99,01/01/2016
62_Amberford_6553,62,Amberford,6553,PomegranatePleasure,750mL,18,11.99,01/01/2016
62_Amberford_8102,62,Amberford,8102,MidnightMochaMist,1.75L,20,24.99,01/01/2016
62_Amberford_8370,62,Amberford,8370,LavenderLullaby,1.75L,14,10.99,01/01/2016
62_Amberford_8847,62,Amberford,8847,LuminousLagoon,750mL,10,5.99,01/01/2016
62_Amberford_8907,62,Amberford,8907,RadiantRainforestRipple,1.5L,12,6.99,01/01/2016
62_Amberford_11213,62,Amberford,11213,CitrusSilk,750mL,10,18.99,01/01/2016
62_Amberford_14383,62,Amberford,14383,SunlitSnowfruitSip,750mL,12,15.99,01/01/2016
62_Amberford_14439,62,Amberford,14439,LushLagoonLatte,750mL,10,4.99,01/01/2016
62_Amberford_16159,62,Amberford,16159,GlimmerQuench,750mL,11,9.99,01/01/2016
62_Amberford_16180,62,Amberford,16180,CozyCaramelCrave,750mL,12,10.99,01/01/2016
62_Amberford_16328,62,Amberford,16328,TranquilToastedTaffy,500mL,10,3.99,01/01/2016
62_Amberford_24002,62,Amberford,24002,EnchantedElderflowerElixir,1.5L,20,8.99,01/01/2016
62_Amberford_24673,62,Amberford,24673,ZenBrew,1.5L,8,15.99,01/01/2016
10_Willowville_35862,10,Willowville,35862,SunburstSip,750mL,12,19.99,01/01/2016
10_Willowville_37731,10,Willowville,37731,CosmicCider,3L,17,10.99,01/01/2016
10_Willowville_40175,10,Willowville,40175,SunburstSorbet,187mL 4 Pk,8,11.99,01/01/2016
10_Willowville_41212,10,Willowville,41212,SparkleBliss,750mL,12,15.99,01/01/2016
10_Willowville_44854,10,Willowville,44854,ChocoMintMystique,750mL,10,51.99,01/01/2016
11_Eldertown_1022,11,Eldertown,1022,FrostedFudgeFantasia,750mL,5,13.99,01/01/2016
11_Eldertown_1094,11,Eldertown,1094,TranquilBrew,750mL,5,41.99,01/01/2016
11_Eldertown_1397,11,Eldertown,1397,BlueberryBrew,750mL,38,13.99,01/01/2016
47_Crystal Haven_6553,47,Crystal Haven,6553,PomegranatePleasure,750mL,13,11.99,01/01/2016
47_Crystal Haven_7725,47,Crystal Haven,7725,MidnightMangoMist,750mL,31,9.99,01/01/2016
47_Crystal Haven_8102,47,Crystal Haven,8102,MidnightMochaMist,1.75L,18,24.99,01/01/2016
47_Crystal Haven_8370,47,Crystal Haven,8370,LavenderLullaby,1.75L,8,10.99,01/01/2016
47_Crystal Haven_8847,47,Crystal Haven,8847,LuminousLagoon,750mL,66,5.99,01/01/2016
47_Crystal Haven_11213,47,Crystal Haven,11213,CitrusSilk,750mL,2,18.99,01/01/2016
47_Crystal Haven_14383,47,Crystal Haven,14383,SunlitSnowfruitSip,750mL,8,15.99,01/01/2016
47_Crystal Haven_14439,47,Crystal Haven,14439,LushLagoonLatte,750mL,11,4.99,01/01/2016
47_Crystal Haven_16328,47,Crystal Haven,16328,TranquilToastedTaffy,500mL,14,3.99,01/01/2016
47_Crystal Haven_19055,47,Crystal Haven,19055,VelvetVista,750mL,9,9.99,01/01/2016
47_Crystal Haven_19175,47,Crystal Haven,19175,StarrySipAmericano,750mL,36,11.99,01/01/2016
47_Crystal Haven_19507,47,Crystal Haven,19507,VelvetFizz,750mL,12,7.99,01/01/2016
47_Crystal Haven_24002,47,Crystal Haven,24002,EnchantedElderflowerElixir,1.5L,31,8.99,01/01/2016
69_Serene Sands_5921,69,Serene Sands,5921,SparklingSaffron,750mL,47,21.99,01/01/2016
69_Serene Sands_6062,69,Serene Sands,6062,GlisteningGingerGlaze,750mL,24,6.99,01/01/2016
69_Serene Sands_6553,69,Serene Sands,6553,PomegranatePleasure,750mL,21,11.99,01/01/2016
69_Serene Sands_7725,69,Serene Sands,7725,MidnightMangoMist,750mL,15,9.99,01/01/2016
69_Serene Sands_8102,69,Serene Sands,8102,MidnightMochaMist,1.75L,80,24.99,01/01/2016
69_Serene Sands_8370,69,Serene Sands,8370,LavenderLullaby,1.75L,13,10.99,01/01/2016
69_Serene Sands_8847,69,Serene Sands,8847,LuminousLagoon,750mL,58,5.99,01/01/2016
69_Serene Sands_8907,69,Serene Sands,8907,RadiantRainforestRipple,1.5L,4,6.99,01/01/2016
2_Everglade_8370,2,Everglade,8370,LavenderLullaby,1.75L,15,10.99,01/01/2016
2_Everglade_11213,2,Everglade,11213,CitrusSilk,750mL,10,18.99,01/01/2016
2_Everglade_14383,2,Everglade,14383,SunlitSnowfruitSip,750mL,9,15.99,01/01/2016
2_Everglade_14439,2,Everglade,14439,LushLagoonLatte,750mL,11,4.99,01/01/2016
2_Everglade_15007,2,Everglade,15007,BubbleHarbor,750mL,21,19.99,01/01/2016
2_Everglade_16159,2,Everglade,16159,GlimmerQuench,750mL,5,9.99,01/01/2016
2_Everglade_19175,2,Everglade,19175,StarrySipAmericano,750mL,10,11.99,01/01/2016
2_Everglade_19507,2,Everglade,19507,VelvetFizz,750mL,17,7.99,01/01/2016
2_Everglade_20400,2,Everglade,20400,StarrySpicedSorbet,750mL,13,13.99,01/01/2016
2_Everglade_24002,2,Everglade,24002,EnchantedElderflowerElixir,1.5L,15,8.99,01/01/2016
2_Everglade_24310,2,Everglade,24310,ZestSplash,750mL,7,12.99,01/01/2016
2_Everglade_24673,2,Everglade,24673,ZenBrew,1.5L,8,15.99,01/01/2016
72_Silvergate_8370,72,Silvergate,8370,LavenderLullaby,1.75L,5,10.99,01/01/2016
72_Silvergate_8847,72,Silvergate,8847,LuminousLagoon,750mL,23,5.99,01/01/2016
72_Silvergate_11213,72,Silvergate,11213,CitrusSilk,750mL,13,18.99,01/01/2016
72_Silvergate_11340,72,Silvergate,11340,BlissfulBubbly,750mL,9,13.99,01/01/2016
72_Silvergate_14383,72,Silvergate,14383,SunlitSnowfruitSip,750mL,12,15.99,01/01/2016
72_Silvergate_14439,72,Silvergate,14439,LushLagoonLatte,750mL,22,4.99,01/01/2016
72_Silvergate_15423,72,Silvergate,15423,RaspberryRoseRelish,750mL,5,12.99,01/01/2016
72_Silvergate_16180,72,Silvergate,16180,CozyCaramelCrave,750mL,16,10.99,01/01/2016
72_Silvergate_16328,72,Silvergate,16328,TranquilToastedTaffy,500mL,19,3.99,01/01/2016
72_Silvergate_19175,72,Silvergate,19175,StarrySipAmericano,750mL,48,11.99,01/01/2016
72_Silvergate_19507,72,Silvergate,19507,VelvetFizz,750mL,22,7.99,01/01/2016
72_Silvergate_24002,72,Silvergate,24002,EnchantedElderflowerElixir,1.5L,12,8.99,01/01/2016
72_Silvergate_27644,72,Silvergate,27644,EnchantedIced,750mL,27,9.99,01/01/2016
72_Silvergate_29407,72,Silvergate,29407,WildWisteriaWhirl,750mL,21,15.99,01/01/2016
72_Silvergate_29996,72,Silvergate,29996,WhisperQuencher,750mL,10,16.99,01/01/2016
72_Silvergate_33683,72,Silvergate,33683,FrothEuphoria,1.5L,8,20.99,01/01/2016
72_Silvergate_35862,72,Silvergate,35862,SunburstSip,750mL,16,19.99,01/01/2016
72_Silvergate_37731,72,Silvergate,37731,CosmicCider,3L,10,10.99,01/01/2016
57_Marbleton_8102,57,Marbleton,8102,MidnightMochaMist,1.75L,9,24.99,01/01/2016
57_Marbleton_8370,57,Marbleton,8370,LavenderLullaby,1.75L,13,10.99,01/01/2016
57_Marbleton_11213,57,Marbleton,11213,CitrusSilk,750mL,22,18.99,01/01/2016
57_Marbleton_14439,57,Marbleton,14439,LushLagoonLatte,750mL,17,4.99,01/01/2016
57_Marbleton_17100,57,Marbleton,17100,SipSerenity,750mL,8,7.99,01/01/2016
57_Marbleton_24002,57,Marbleton,24002,EnchantedElderflowerElixir,1.5L,12,8.99,01/01/2016
57_Marbleton_24094,57,Marbleton,24094,CitrusSilhouette,1.5L,12,6.99,01/01/2016
57_Marbleton_29407,57,Marbleton,29407,WildWisteriaWhirl,750mL,9,15.99,01/01/2016
57_Marbleton_33683,57,Marbleton,33683,FrothEuphoria,1.5L,4,20.99,01/01/2016
57_Marbleton_37731,57,Marbleton,37731,CosmicCider,3L,10,10.99,01/01/2016
58_Frostwood_1094,58,Frostwood,1094,TranquilBrew,750mL,3,41.99,01/01/2016
27_Starling City_7725,27,Starling City,7725,MidnightMangoMist,750mL,13,9.99,01/01/2016
27_Starling City_8102,27,Starling City,8102,MidnightMochaMist,1.75L,33,24.99,01/01/2016
27_Starling City_8370,27,Starling City,8370,LavenderLullaby,1.75L,11,10.99,01/01/2016
27_Starling City_11213,27,Starling City,11213,CitrusSilk,750mL,14,18.99,01/01/2016
27_Starling City_11340,27,Starling City,11340,BlissfulBubbly,750mL,34,13.99,01/01/2016
27_Starling City_14439,27,Starling City,14439,LushLagoonLatte,750mL,14,4.99,01/01/2016
27_Starling City_16180,27,Starling City,16180,CozyCaramelCrave,750mL,7,10.99,01/01/2016
27_Starling City_16328,27,Starling City,16328,TranquilToastedTaffy,500mL,16,3.99,01/01/2016
27_Starling City_19055,27,Starling City,19055,VelvetVista,750mL,11,9.99,01/01/2016
27_Starling City_19507,27,Starling City,19507,VelvetFizz,750mL,32,7.99,01/01/2016
27_Starling City_19549,27,Starling City,19549,FrostedFable,3L,6,14.99,01/01/2016
27_Starling City_24002,27,Starling City,24002,EnchantedElderflowerElixir,1.5L,20,8.99,01/01/2016
27_Starling City_27644,27,Starling City,27644,EnchantedIced,750mL,20,9.99,01/01/2016
27_Starling City_28983,27,Starling City,28983,TranquilTurmericTonic,750mL,6,14.99,01/01/2016
27_Starling City_29407,27,Starling City,29407,WildWisteriaWhirl,750mL,10,15.99,01/01/2016
23_Willowbrook_8847,23,Willowbrook,8847,LuminousLagoon,750mL,9,5.99,01/01/2016
23_Willowbrook_8907,23,Willowbrook,8907,RadiantRainforestRipple,1.5L,10,6.99,01/01/2016
23_Willowbrook_11213,23,Willowbrook,11213,CitrusSilk,750mL,32,18.99,01/01/2016
23_Willowbrook_14383,23,Willowbrook,14383,SunlitSnowfruitSip,750mL,6,15.99,01/01/2016
23_Willowbrook_14439,23,Willowbrook,14439,LushLagoonLatte,750mL,4,4.99,01/01/2016
23_Willowbrook_15007,23,Willowbrook,15007,BubbleHarbor,750mL,15,19.99,01/01/2016
23_Willowbrook_15076,23,Willowbrook,15076,MoonlitMacchiato,750mL,9,11.99,01/01/2016
23_Willowbrook_15349,23,Willowbrook,15349,BlossomButterflyBrew,300mL,11,7.99,01/01/2016
23_Willowbrook_16159,23,Willowbrook,16159,GlimmerQuench,750mL,3,9.99,01/01/2016
23_Willowbrook_16180,23,Willowbrook,16180,CozyCaramelCrave,750mL,8,10.99,01/01/2016
23_Willowbrook_16328,23,Willowbrook,16328,TranquilToastedTaffy,500mL,13,3.99,01/01/2016
23_Willowbrook_17487,23,Willowbrook,17487,CelestialSwell,750mL,2,6.99,01/01/2016
